               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 481,           0.0090075,           0.0044418,           0.0038174,             0.99713,                   1,               0.995,             0.97203,           0.0077702,           0.0019566,           0.0014847,            0.000496,            0.000496,            0.000496
                 482,            0.010958,           0.0049453,           0.0032974,             0.99712,                   1,               0.995,             0.97984,           0.0075959,           0.0019281,           0.0014783,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0089166,           0.0049755,           0.0020847,             0.99714,                   1,               0.995,             0.98492,           0.0078382,           0.0019492,           0.0014709,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0093736,           0.0052179,           0.0028674,             0.99714,                   1,               0.995,             0.98492,           0.0078382,           0.0019492,           0.0014709,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0091131,           0.0065093,           0.0025678,             0.99712,                   1,               0.995,             0.98494,           0.0075818,           0.0019361,           0.0014668,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0092703,           0.0044992,           0.0021018,              0.9971,                   1,               0.995,             0.98796,           0.0072885,           0.0019027,           0.0014617,            0.000397,            0.000397,            0.000397
                 487,           0.0090479,           0.0052602,           0.0050862,              0.9971,                   1,               0.995,             0.98796,           0.0072885,           0.0019027,           0.0014617,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0092859,           0.0042141,           0.0046801,             0.99712,                   1,               0.995,             0.98821,           0.0073657,           0.0019073,           0.0014568,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0085386,           0.0047503,            0.002683,             0.99711,                   1,               0.995,             0.97922,           0.0073612,           0.0019053,           0.0014521,           0.0003376,           0.0003376,           0.0003376
                 490,            0.010115,           0.0046826,           0.0025939,             0.99711,                   1,               0.995,             0.97922,           0.0073612,           0.0019053,           0.0014521,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0094013,           0.0050927,           0.0022936,             0.99712,                   1,               0.995,             0.97592,           0.0073988,           0.0019004,           0.0014517,            0.000298,            0.000298,            0.000298
                 492,           0.0087776,           0.0040674,           0.0029972,              0.9971,                   1,               0.995,             0.98832,            0.007267,            0.001877,           0.0014479,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0099522,            0.004037,           0.0031973,              0.9971,                   1,               0.995,             0.98832,            0.007267,            0.001877,           0.0014479,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0093828,            0.004693,           0.0033712,             0.99709,                   1,               0.995,             0.98074,           0.0073146,           0.0018789,           0.0014444,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0082032,           0.0043245,           0.0027705,             0.99711,                   1,               0.995,             0.98546,           0.0073776,           0.0018852,           0.0014396,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0085006,            0.005151,           0.0021948,             0.99711,                   1,               0.995,             0.98546,           0.0073776,           0.0018852,           0.0014396,            0.000199,            0.000199,            0.000199
                 497,           0.0086409,           0.0047595,           0.0028453,             0.99715,                   1,               0.995,             0.98536,           0.0074307,           0.0018902,           0.0014367,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0078106,           0.0045331,           0.0023708,             0.99715,                   1,               0.995,             0.98535,           0.0074084,           0.0018882,            0.001434,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0094837,           0.0044676,           0.0034734,             0.99715,                   1,               0.995,             0.98535,           0.0074084,           0.0018882,            0.001434,           0.0001396,           0.0001396,           0.0001396
